symbol,current_price,market_cap,enterprise_value,pe_ratio,forward_pe,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,profit_margin,operating_margin,gross_margin,roe,roa,revenue_growth,earnings_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,operating_cash_flow,beta,dividend_yield,sector,industry,company_name,country,volatility_30d,volatility_90d,max_drawdown,sharpe_ratio,return_1m,return_3m,return_6m,return_1y,sector_category,pe_ratio_sector_rank,profit_margin_sector_rank,revenue_growth_sector_rank,roe_sector_rank,beta_sector_rank,peg_ratio_calculated,quality_score_raw,value_score_raw,growth_score_raw,momentum_score_raw,altman_z_score,financial_health,is_profitable,profitability_status,risk_score,risk_category,quality_score,value_score,growth_score,momentum_score,composite_score
HSY,231.53,46950838272,51385647104.0,53.471134,24.042501,,10.116665,4.01544,4.395,25.162,0.07554,0.15984,0.33594,0.1889,0.07247,0.07,-0.599,116.527,1.192,0.55,,,0.169,2.51,Consumer Defensive,Confectioners,The Hershey Company,United States,33.91258463978731,28.272796622628576,-45.25174761021881,0.5235385144425683,25.32070299285352,39.17543219362452,27.58478472266892,56.96596704361754,consumer_staples,100.0,25.0,87.5,28.57142857142857,25.0,,40.29949545471641,27.10010074757361,31.221966641043736,80.59023171005248,1.6725529657018805,High Risk,True,Profitable,6.0,Medium Risk,40.483533746354986,31.87411623786517,30.02364324334794,88.56660684048533,47.73697501701336
HUM,193.94,23325759488,14210758656.0,18.142189,16.155796,,1.2593507,0.18459474,0.112,3.681,0.01022,0.02043,0.14949,0.07159,0.045760002,0.111,-0.593,69.686,2.024,1.533,1578249984.0,2044999936.0,0.441,1.83,Healthcare,Healthcare Plans,Humana Inc.,United States,70.64592312233697,56.51366583941309,-65.59184927425149,-0.221097159148991,-30.12933770799218,-22.50236226588996,-26.772313064768383,-29.66222177261323,healthcare,26.666666666666668,13.333333333333334,80.0,20.0,46.66666666666666,,30.77718845148717,56.12673879536919,23.50837362367541,8.685837106161376,1.463717025711662,High Risk,True,Marginally Profitable,6.0,Medium Risk,15.126625273282038,68.93478666687415,15.734565389662365,6.617684943470131,26.60341556832217
ITW,293.57,85575655424,93107511296.0,28.012407,24.229284,3.837316027397261,26.352783,5.3338103,5.803,20.206,0.1911,0.26509002,0.44097,0.93718004,0.16882999,0.041,0.073,278.022,1.21,0.796,,,1.159,2.19,Industrials,Specialty Industrial Machinery,Illinois Tool Works Inc.,United States,27.21753541340721,22.788071076170827,-28.045308116253885,0.4664518371086243,15.701735020506112,20.944130190205623,15.68457203439666,17.973262040283224,industrials,25.0,83.33333333333334,37.5,91.66666666666666,50.0,3.837316027397261,47.05710943610143,28.37756839689244,31.11402356472736,65.57604571528451,5.77429397429257,Low Risk,True,Highly Profitable,7.318,High Risk,58.47835361135498,33.50516312166788,29.8236836372632,71.4550469391672,48.31556182736332
K,83.44,29031499776,35109498880.0,22.797813,21.969112,,6.907285,2.2913575,2.771,15.325,0.10079,0.15031,0.35209,0.32112,0.076409996,0.008,-0.162,145.099,0.678,0.382,504000000.0,1255000064.0,0.25,0.0278,Consumer Defensive,Packaged Foods,Kellanova,United States,1.4169366793967646,9.801647569359483,-29.936361147532565,0.6410461036805101,0.8433233245933591,5.782014138124003,5.510035449309991,6.500550194272137,consumer_staples,50.0,37.5,50.0,57.14285714285714,37.5,,35.61740600080588,50.16564440269723,26.51215596596175,47.17529026908306,1.7865143713139782,High Risk,True,Profitable,6.0,Medium Risk,28.015618806699344,61.32377245574656,21.29893463338727,50.48383816655014,40.28054101559583
KMB,104.33,34626408448,41257127936.0,21.467077,13.521798,1.74529081300813,23.056353,2.1053329,2.508,12.246,0.122880004,0.13505,0.37308,1.26603,0.09526,-0.172,0.123,441.104,0.745,0.362,1126499968.0,2776999936.0,0.277,4.91,Consumer Defensive,Household & Personal Products,Kimberly-Clark Corporation,United States,19.5069952501762,30.60452576239762,-31.71254788442357,-0.0622433088636343,5.522402076257049,4.791012891875024,-21.68176113351281,-15.61006833152372,consumer_staples,37.5,62.5,12.5,85.71428571428571,50.0,1.74529081300813,36.1063723085078,48.69686006294664,18.56897360528877,48.08805107041879,5.192931987672121,Low Risk,True,Profitable,6.0,Medium Risk,29.317684987364323,59.44845598757156,6.584553034291488,51.52410509364657,36.71869977571848
KMI,30.5,67855187968,101089501184.0,22.262774,20.824657,0.44525548,2.1777937,4.0063286,5.969,14.098,0.18043,0.30257,0.49306,0.09826,0.040960003,0.131,0.5,98.626,0.637,0.015,,,0.691,3.84,Energy,Oil & Gas Midstream,"Kinder Morgan, Inc.",United States,22.531477400074465,21.232240593046605,-20.307859220477027,0.912593652844616,12.929736077290157,17.901755418717258,15.821381041773463,18.805815657036383,energy,57.14285714285714,85.71428571428571,100.0,28.57142857142857,57.14285714285714,0.44525548,46.251799452427,60.80653697964516,38.57562496746012,62.28797564014664,1.1369192862240969,High Risk,True,Highly Profitable,6.382,High Risk,56.33389727933803,74.90986576133021,43.645958563714224,67.70765709931442,60.64934467592422
KMX,47.17,6926680064,24527005696.0,15.465573,18.409456,,1.1127362,0.24885507,0.881,23.191,0.016449999,0.01832,0.123859994,0.07459,0.01721,-0.067,-0.472,297.523,1.993,0.169,648438528.0,2484491008.0,1.352,,Consumer Cyclical,Auto & Truck Dealerships,"CarMax, Inc.",United States,40.25066848825426,56.64419643126115,-80.05812209001549,-0.280838369109636,5.71492446907782,52.75258889538878,-14.173946588962338,-45.49341614291352,consumer,12.5,12.5,12.5,16.666666666666664,87.5,,28.41725442459024,58.19947785118807,15.01447115048538,63.58525071349906,1.4297669717241452,High Risk,True,Marginally Profitable,7.704000000000001,High Risk,8.842367571632364,71.58122125935265,0.0,69.18615217949342,37.40243525261961
MCHP,76.01,41131708416,46285606912.0,,28.643566,,6.2699003,9.407124,10.586,47.235,-0.01574,0.13196,0.55407,-0.010930001,0.011569999,0.156,,82.382,2.162,0.927,996412480.0,911000000.0,1.438,2.39,Technology,Semiconductors,Microchip Technology Incorporated,United States,48.49698374351466,48.17001787121978,-63.76705121824679,0.2193353917608524,3.3727776392019626,29.22593947832077,24.821697974149703,47.63512657435332,tech,,10.526315789473683,47.368421052631575,10.526315789473683,73.68421052631578,,28.85347456722371,40.98653358547851,49.73508712045335,58.45178413727308,1.5549550956893872,High Risk,False,Unprofitable,8.876,High Risk,10.00397622666907,49.60405485468841,64.3183512023112,63.33557720652348,46.81548987254804
MDLZ,60.02,77447315456,96832380928.0,31.756615,17.640749,,2.977035,2.0096872,2.513,20.568,0.0636,0.06841,0.28375,0.09332,0.02991,0.093,-0.604,84.848,0.592,0.319,3411749888.0,4513999872.0,0.401,3.33,Consumer Defensive,Confectioners,"Mondelez International, Inc.",United States,23.365927807555213,21.137488932905708,-29.135749250293657,0.2108388533686024,11.168732342717934,7.799555191638197,-1.2452951669776002,7.0657307089717625,consumer_staples,75.0,12.5,100.0,14.285714285714285,87.5,,33.947254923626275,43.83298517778232,26.683378207422265,55.95200017473992,0.2961373927502415,High Risk,True,Profitable,6.0,Medium Risk,23.568181018158647,53.238351192445336,21.616115995302906,60.48659138537095,39.72730989781946
MET,76.38,50326142976,62591815680.0,15.780991,6.9356723,,1.7435967,0.65287405,0.812,11.665,0.04384,0.047280002,0.20626,0.11963,,0.276,-0.342,130.182,,,,,0.738,2.97,Financial Services,Insurance - Life,"MetLife, Inc.",United States,26.497279032219183,23.830463249849306,-35.08819194459507,0.4280039990284506,-3.5756533913436472,1.2601587325830277,1.590350535290419,-5.996515273098291,finance,30.76923076923077,7.6923076923076925,92.3076923076923,46.15384615384615,23.07692307692308,,38.14754822456658,57.56669086847517,35.31600155762336,41.60690914491629,0.7618549701000614,High Risk,True,Marginally Profitable,6.476,High Risk,34.75312314992208,70.77329063440482,37.60765545749922,44.13759420815288,46.81791586249475
MLM,690.0,41611927552,47460929536.0,35.45735,31.437658,2.2584299363057325,4.2744575,6.0280933,6.875,20.405,0.16688,0.27898002,0.30552,0.12523,0.060399998,0.124,0.157,60.618,2.966,0.902,-444750016.0,1842000000.0,1.141,0.48,Basic Materials,Building Materials,"Martin Marietta Materials, Inc.",United States,28.50696116065358,22.314807998959942,-32.75436134436871,0.6750428959685854,8.13182928329339,13.57652693908118,13.247522695414782,27.23417473630188,materials,60.0,85.71428571428571,85.71428571428571,57.14285714285714,71.42857142857143,2.2584299363057325,39.71048447059761,30.24617597103225,36.419847326925165,56.59277784345876,3.529278095161444,Low Risk,True,Highly Profitable,7.282,High Risk,38.915059047012704,35.89096644316569,39.65247919923667,61.21688109042259,43.91884644495941
MMM,172.65,90934755328,96178757632.0,28.72712,18.44636,,19.471073,3.6449716,3.855,15.987,0.13027,0.12408,0.39915,0.75501,0.075840004,0.02,-0.199,276.638,1.708,1.195,1260249984.0,2305999872.0,1.166,1.81,Industrials,Conglomerates,3M Company,United States,34.78658046119032,28.88409703391493,-54.07282070347807,0.2929402268721568,4.484379179972176,5.823525731212986,13.628845451257,15.486890642244578,industrials,33.33333333333333,41.66666666666667,25.0,75.0,58.333333333333336,,37.05704718240012,44.094453324731774,27.72335012865548,51.14878592879014,4.896128701714814,Low Risk,True,Profitable,7.332,High Risk,31.84923283147004,53.57218884893938,23.54261635832287,55.01240262035396,40.99411016477156
MPC,203.0,61022306304,98226003968.0,15.355521,14.831852,0.043747923076923,3.573881,0.457346,0.736,10.099,0.03033,0.07023,0.104779996,0.24292,,-0.005,3.51,143.175,,,,,0.708,1.88,Energy,Oil & Gas Refining & Marketing,Marathon Petroleum Corporation,United States,34.3485949321772,32.34052628288947,-44.74918348153592,1.0529667274338832,14.643921388845316,5.864520741278789,27.55401013294323,36.581046991375054,energy,28.57142857142857,14.285714285714285,57.14285714285714,100.0,71.42857142857143,0.043747923076923,37.557583841119865,72.81941846435726,59.02497798974194,61.31390874439232,1.453342971784754,High Risk,True,Marginally Profitable,6.416,High Risk,33.18210964779933,90.24768893170835,81.52744864686325,66.59752005689337,67.88869182081608
